Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Tapera naevia,Striped Cuckoo,0.6907,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1855.wav
